﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
3118636377573563,獨寵星星,61326149043,61326149043,61326149043,61326149043,382,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-30,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3116471271044924,大话西游2嘟嘟,DHXYDUDU,81702539690,DHXYDUDU,81702539690,287,1年前,普通主播,星河计划,星河计划,2023-08-13,2024-08-26,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,20,0,0,0,
3116453155046207,小点点,wangzzz17,66172963328,wangzzz17,66172963328,56762,5月前,普通主播,星河计划-进阶,星河计划,2023-10-24,2023-11-19,-,6村（星河计划优质）,50,0,0小时0分钟0秒,0小时0分钟0秒,24,0,0小时0分钟0秒,2,118764,270,103,0,
3116451968846239,大话西游2太子龙,DHXY158888,79772319821,DHXY158888,79772319821,70,9月前,普通主播,星河计划,怀旧服,2025-05-02,2025-05-27,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
3113458877611623,月舞老爸,008jingxinta,4003251589,008jingxinta,3758508280,1824,2月前,普通主播,星河计划,星河计划,2024-02-26,2024-05-08,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3109881582479294,大话西游2～雾绕绕,48475266886,48475266886,48475266886,48475266886,1338,2年前,普通主播,星河计划,星河计划,2023-10-29,2024-05-12,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
3109031942040107,农村大姐,dy9ui3rbfddk,2793288616,dy9ui3rbfddk,1407727226,155,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-11,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,49,4,0,0,
3107682851238435,大话西游@林师兄,60689765463,60689765463,60689765463,60689765463,9,1月前,普通主播,星河计划,星河计划,2025-02-22,2025-03-02,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3107681851171531,大话神乐,59689698559,59689698559,59689698559,59689698559,83,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-29,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3107660908997587,✨👸 美丽动人~✨,Su88866600,38747524615,Su88866600,38747524615,901,1年前,普通主播,星河计划,免费版,2024-03-13,2024-10-08,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
3106560385760515,大话西游2经典版爱咋地咋地,43697157261,43697157261,43697157261,43697157261,1,从未开播,普通主播,星河计划二十六期,星河计划,从未开播,2026-01-20,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
3104667289527655,霸气小肥鹅,dyducno6jwzo,3710658279,dyducno6jwzo,3465739737,164,1年前,普通主播,星河计划,怀旧服,2021-09-07,2024-10-31,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3104658949148567,摆摊狂魔🕶,nvzei888888,3696243502,nvzei888888,3452105713,1015,1月前,普通主播,星河计划,星河计划,2021-04-04,2024-12-04,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,2,760,9,2,0,
3104621680668911,一神话一一,DHshenhua,3497748968,DHshenhua,3255141969,1000,2年前,普通主播,星河计划,星河计划,2020-07-12,2024-03-31,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3104616142614023,沉砚无声,wei229168,3428060155,wei229168,3186031167,59,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-07,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3101068580371224,芒芒生打椰,79256116560,79256116560,79256116560,79256116560,150,从未开播,普通主播,星河计划,星河计划,从未开播,2025-08-14,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,1,0,0,
3101044223520815,大话西游2黑子,Fei445666,54899266151,Fei445666,54899266151,32526,2月前,普通主播,星河计划二十五期,星河计划,2022-06-19,2025-12-01,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
3101040296600396,大话西游2老雷,50972345732,50972345732,50972345732,50972345732,275,1月前,普通主播,星河计划,星河计划,2025-06-04,2025-01-04,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
3100267041265563,NPC随心,NPCsuixin612,3530302245,,0,594,1年前,普通主播,星河计划,星河计划,2022-08-29,2023-11-19,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,17,0,0,0,
3100246705964307,津津乐道,dy6jo4qtgnq0,2297787959,dy6jo4qtgnq0,1414292201,227,7月前,普通主播,大话2免费版怀旧服创作计划,怀旧服,2022-12-19,2024-07-19,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3098896219774828,施写无字诗行,38878911763,38878911763,38878911763,38878911763,18,6月前,普通主播,星河计划,星河计划,2025-08-31,2024-08-13,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3095870607210423,腼腆小美,92797913001,92797913001,,0,458,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-03,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3095833340821294,豆子,diandiandou8,3837322307,diandiandou8,3591072203,126,4周前,普通主播,星河计划,星河计划,2025-06-24,2025-10-05,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
3095819584285432,细雪,dyv18ka8kzso,3777654192,,0,178,从未开播,普通主播,星河计划,星河计划,从未开播,2024-11-21,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
3094497020100016,忆当年,61570715823,61570715823,61570715823,61570715823,4,7月前,普通主播,星河计划,星河计划,2025-08-08,2025-04-08,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3092273657031100,大话西游2小兮,49153386343,49153386343,49153386343,49153386343,1648,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-25,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,58,1,0,0,
3092273148728803,自在独行,48645084046,48645084046,48645084046,48645084046,661,1周前,普通主播,星河计划,免费版,2022-11-24,2024-04-28,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,5,0,0,0,
3091471617238603,随心,fengli63211,2953313915,,0,47,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-08,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3091466706229838,wooti,a7dm520,2939632814,a7dm520,1843220027,117,2年前,普通主播,星河计划,星河计划,2024-01-06,2024-01-24,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,228,1,0,0,
3091464765059879,ネф̶ イω. 🍁 ⃢👁ܫ👁⃢ ?,Dahuaxiyou2guang,2931146756,Dahuaxiyou2guang,1835687632,61,2年前,普通主播,星河计划,星河计划,2021-08-15,2024-04-26,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
3090105422064794,用户2300483560276,91864159473,91864159473,91864159473,91864159473,715,1年前,普通主播,星河计划,星河计划,2024-04-17,2024-04-25,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3090098751278708,大话2@旻旻,85193373387,85193373387,85193373387,85193373387,2392,1周前,普通主播,星河计划,星河计划,2024-04-27,2024-04-27,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,20,2,0,0,
3090071145415082,用户3672895591910,57587509761,57587509761,57587509761,57587509761,466,8月前,普通主播,星河计划,星河计划,2024-01-20,2024-03-29,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,-9,0,0,
3087899706532295,龙叔,97094366410,97094366410,97094366410,97094366410,201,从未开播,普通主播,星河计划,星河计划,从未开播,2024-01-23,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
3087053527724750,罗平安,sd258483298,3623538058,sd258483298,3382362448,125,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-09,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
3087047963715309,幸运每一天,dylfzse81q01,3600248000,dylfzse81q01,3357512447,165,6月前,普通主播,星河计划,星河计划,2025-08-24,2025-08-28,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3087028007478567,努力先生,nulixianshen71,3484639074,nulixianshen71,3241064771,490,1年前,普通主播,星河计划,星河计划,2024-03-18,2024-05-30,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
3085681221177059,大话西游2不惑,89554750610,89554750610,89554750610,89554750610,3358,17小时前,普通主播,星河计划,星河计划,2024-08-24,2024-08-29,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,2,0,0小时0分钟0秒,1,5379,8,5,0,
3085667016117322,大话西游2滇老三,dian_no3,75349690873,dian_no3,75349690873,62,7月前,普通主播,星河计划,星河计划,2025-07-09,2025-07-09,-,27村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,132,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3085644731255792,抖音平头哥,53064829343,53064829343,53064829343,53064829343,30,3月前,普通主播,星河计划,怀旧服,2025-09-04,2025-09-05,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3083480952210927,大话西游2 海南仔,21269176077,21269176077,21269176077,21269176077,61,4月前,普通主播,星河计划,怀旧服,2025-07-13,2025-07-18,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3082677048576115,帆船鱼,he38874,2275991487,he38874,1170134658,39,2年前,普通主播,星河计划,星河计划,2023-07-26,2024-08-22,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3081248594199800,原来是胖子,78819252223,78819252223,78819252223,78819252223,20,从未开播,普通主播,星河计划,免费版,从未开播,2024-03-29,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3080150852051242,浪淘沙,xgx19880109,86549973383,xgx19880109,86549973383,398,从未开播,普通主播,星河计划,星河计划,从未开播,2025-05-10,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,3,196,0,3,0,
3079049235663976,名字不太好改！,90406455835,90406455835,90406455835,90406455835,1671,9月前,普通主播,星河计划,星河计划,2021-10-21,2024-04-03,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3076908665274652,大话西游2白小纯,81819458110,81819458110,81819458110,81819458110,37,7月前,普通主播,星河计划,星河计划,2025-08-01,2025-07-18,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
3073872468380125,大话西游2阿祖,dyabj26ffg37,2940189055,,0,784,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-03,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
3073841938833623,111111🦢,wudixiaoxiao31,3809902057,wudixiaoxiao31,3564826343,618,6月前,普通主播,星河计划,星河计划,2021-06-15,2025-02-24,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3069437242773844,大话西游2@牛牛,dahuaxiyou0515,3498957582,,0,2366,9月前,普通主播,星河计划,星河计划,2024-08-10,2024-08-08,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,82,-2,2,0,
3069429142259646,大话西游2红红火火,dwxy2hhhh,3554288372,,0,188,11月前,普通主播,星河计划,星河计划,2025-02-06,2025-02-13,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3068116474535051,大话西游2卧龙,54449328416,54449328416,54449328416,54449328416,4201,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-04,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,3,0,0小时0分钟0秒,2,14490,48,42,0,
3068060331151578,无忧~,77268292780,77268292780,77268292780,77268292780,1,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-25,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3068050761323387,大话西游2越如歌,43849232294,43849232294,43849232294,43849232294,26,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-29,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
3065905045055005,用户7121014942322,53965587806,53965587806,53965587806,53965587806,769,5月前,普通主播,星河计划,星河计划,2025-09-24,2025-09-11,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,-1,0,0,
3065895594505303,苏坡儿,44515038104,44515038104,44515038104,44515038104,69,7月前,普通主播,星河计划,星河计划,2024-10-21,2024-04-26,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3065890546389868,☞华☜,39466922669,39466922669,39466922669,39466922669,15,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-14,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3065874748554478,@CR,23669087279,23669087279,23669087279,23669087279,102,12月前,普通主播,星河计划,星河计划,2025-03-14,2024-11-26,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
3065860124844503,大话2断弦,88007725141,88007725141,88007725141,88007725141,13002,3周前,普通主播,星河计划,星河计划,2024-03-16,2024-03-25,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,25,0,0小时0分钟0秒,1,15710,149,47,0,
3063706298354808,迷迷迷,66164627045,66164627045,66164627045,66164627045,17,从未开播,普通主播,星河计划二十五期,星河计划,从未开播,2025-12-02,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
3063672995064862,牛夫人,32861337099,32861337099,32861337099,32861337099,0,从未开播,普通主播,星河计划,星河计划,从未开播,2025-08-15,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3062615697793977,大话西游2狗子,dhxy22026,81036935932,dhxy22026,81036935932,11,2月前,普通主播,星河计划二十五期,星河计划,2025-11-03,2025-12-12,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
3061512135783911,保真,82947795584,82947795584,82947795584,82947795584,883,3年前,普通主播,星河计划,怀旧服,2021-11-15,2024-11-18,-,33村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,15,0,0,0,
3061461281969086,夕夏。,32093980759,32093980759,32093980759,32093980759,208,1年前,普通主播,星河计划,星河计划,2021-08-01,2024-08-29,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,1,0,0,
3060687296817469,怀旧小袁,huainian190583,3983203750,huainian190583,3734672371,42,1月前,普通主播,星河计划二十七期,怀旧服,2026-01-29,2026-02-01,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3060682489337743,May_,42924827786,42924827786,42924827786,42924827786,193,1周前,普通主播,星河计划,星河计划,2025-10-04,2024-04-28,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,-1,0,0,
3059300268249136,艾米是我吖,82026000245,82026000245,82026000245,82026000245,19,6月前,普通主播,星河计划,怀旧服,2025-03-11,2025-03-13,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
3059267451526793,大话西游2老柒,49209277902,49209277902,49209277902,49209277902,29,从未开播,普通主播,星河计划,星河计划,从未开播,2024-11-30,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,16,0,0,0,
3059258606777564,大话西游2茶叶蛋,40364528673,40364528673,40364528673,40364528673,123,6小时前,普通主播,星河计划,星河计划,2025-06-05,2025-06-07,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3057062324211411,😀,55027701956,55027701956,55027701956,55027701956,52,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-09,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3056298007474797,水中饕餮,caimiao1989,3035194768,caimiao1989,2861549859,1610,1年前,普通主播,星河计划,星河计划,2022-08-17,2024-06-27,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,272,0,0,0,
3056290240666732,大话西游2小段,DHXY2XD,3005317462,,0,65,从未开播,普通主播,星河计划,星河计划,从未开播,2025-09-09,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,62,0,0,0,
3056287241221676,大话西游2再聚江湖,dy0wjwmbm3lk,2954646387,dy0wjwmbm3lk,2154199159,334,1年前,普通主播,星河计划,星河计划,2025-02-10,2024-05-27,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,20,1,0,0,
3056241341901595,大话西游2不忘初心,ly1114ly,2922566861,ly1114ly,1758546210,1253,1年前,普通主播,星河计划,星河计划,2021-05-21,2025-08-01,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,181,-1,0,0,
3054914764539332,大话西游2范式之魂,39451421476,39451421476,39451421476,39451421476,320,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-28,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,-1,0,0,
3054906589842384,大话西游2寻找几率哥,31276724528,31276724528,31276724528,31276724528,310,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-24,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,247,1,3,0,
3054891814617660,阿森,duomingdawusu888,95463847641,duomingdawusu888,95463847641,601,8月前,普通主播,星河计划,怀旧服,2024-01-06,2025-06-18,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,61,0,0,0,
3052711805463132,〩,47438084712,47438084712,47438084712,47438084712,36,1年前,普通主播,星河计划,星河计划,2024-04-06,2024-04-03,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3052684523865902,云阙,20156487482,20156487482,20156487482,20156487482,102,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-20,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
3051843827011239,小智,xzh992106905,3489812530,,0,12,从未开播,普通主播,星河计划,免费版,从未开播,2025-04-14,-,35村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
